date,casual,member,total_rides,casual_share,avg_ride_length_mins,avg_casual_ride_length_mins,avg_member_ride_length_mins,temp_max,temp_min,temp_mean,precip_mm,rain_any,rain_1mm,rain_5mm
2025-06-28,1251,2313,3564,0.351010101010101,11.910373176206509,16.330368718358645,9.519791929672863,30.5,18.1,24.3,0.7,1,0,0
2025-06-29,1163,2252,3415,0.34055636896046854,12.458892596388482,18.717958068214386,9.226524415334517,33.1,23.2,28.4,0.0,0,0,0
2025-06-30,686,2588,3274,0.209529627367135,8.626399501119936,13.56428734207969,7.31751578438949,35.0,22.7,28.6,0.7,1,0,0
2025-07-01,479,2121,2600,0.18423076923076923,7.433460769230769,9.52798152400835,6.960440759075907,32.8,24.0,27.2,8.2,1,1,1
2025-07-02,817,2669,3486,0.23436603557085484,8.928423646968827,12.32864024887801,7.8875930123641815,29.7,22.8,25.4,2.7,1,1,0
2025-07-03,849,2420,3269,0.25971245029060874,10.167321826246559,14.535673989006675,8.634788360881542,31.5,21.5,25.9,0.2,1,0,0
2025-07-04,1499,1767,3266,0.45897121861604406,15.318967268830374,20.675920713809205,10.77450025466893,28.3,18.4,23.9,0.0,0,0,0
2025-07-05,858,1563,2421,0.3543990086741016,13.18433238331268,20.25765709013209,9.301470835999147,32.4,19.1,25.9,0.0,0,0,0
2025-07-06,964,1852,2816,0.34232954545454547,12.646138991477272,19.463997665975104,9.097318385529157,34.5,21.6,28.2,0.0,0,0,0
2025-07-07,636,2616,3252,0.19557195571955718,8.158351076260763,12.531747982180294,7.095094030326198,31.6,24.2,27.5,4.1,1,1,0
2025-07-08,608,2686,3294,0.1845780206435944,7.909498077312285,10.58644528508772,7.303547257383967,37.0,23.6,28.3,15.6,1,1,1
2025-07-09,725,2795,3520,0.2059659090909091,8.65878181344697,13.307832528735634,7.452856314847943,32.3,23.0,27.5,1.6,1,1,0
2025-07-10,825,2955,3780,0.21825396825396826,8.441791335978836,11.860668525252525,7.487282476029329,27.2,22.7,24.6,18.6,1,1,1
